text,label,language
Main music sun raha hu.,0,hi
How do I fix this crash in RAG,1,en
I didn't understand NumPy.,1,en
Lunch ho gaya.,0,hi
Main ghar ja raha hu.,0,hi
Pandas kya hai,1,hi
Main ghar ja raha hu.,0,hi
Ippudu office lo unna.,0,te
Naku doubt undi FastAPI meeda.,1,te
Kal FastAPI practice karunga.,0,hi
Suggest the best way to learn SQL.,1,en
Aaj bahut traffic tha.,0,hi
Help karo Linux me.,1,hi
RAG ante enti,1,te
Main chai pi raha hu.,0,hi
Can you solve this timeout,1,en
Python ela nerchukovali,1,te
Kal movie dekhi.,0,hi
Nenu song vintunna.,0,te
Nenu song vintunna.,0,te
I completed my work.,0,en
Today is a busy day.,0,en
Azure ka example do.,1,hi
Idi ela pani chestundi,1,te
Ee crash enduku vastundi,1,te
Today is a busy day.,0,en
Help karo React me.,1,hi
Docker ela nerchukovali,1,te
Main chai pi raha hu.,0,hi
Step by step explain cheyyi OAuth.,1,te
Oka example cheppu RAG.,1,te
Kubernetes kaise seekhun,1,hi
Help karo RAG me.,1,hi
I'm reading a book.,0,en
Step by step batao OAuth.,1,hi
Aaj bahut traffic tha.,0,hi
Lunch ayipoyindi.,0,te
Ye kaise kaam karta hai,1,hi
Can you give me an example of OAuth,1,en
Movie chala bagundi.,0,te
Ippudu office lo unna.,0,te
Suggest cheyyi best way for CSS.,1,te
How do I fix this issue in API,1,en
Ee issue enduku vastundi,1,te
CSS kaise seekhun,1,hi
Step by step explain cheyyi CSS.,1,te
Aaj mausam accha hai.,0,hi
FastAPI kaise seekhun,1,hi
Help karo NumPy me.,1,hi
Na friend ni kalisanu.,0,te
Today is a busy day.,0,en
Ye syntax error kaise fix karu,1,hi
Lunch ayipoyindi.,0,te
What is Linux,1,en
API ka example do.,1,hi
Tomorrow I'll study Networking.,0,en
Help me understand Python.,1,en
Movie chala bagundi.,0,te
Coffee tagutunna.,0,te
Why is this happening in RAG,1,en
Can you solve this permission error,1,en
Suggest cheyyi best way for Networking.,1,te
Lunch ho gaya.,0,hi
How do I learn RAG,1,en
Help me understand JavaScript.,1,en
Can you explain Docker,1,en
Naku doubt undi RAG meeda.,1,te
Naku Python ardham kaaledu.,1,te
Suggest the best way to learn Pandas.,1,en
I watched a movie yesterday.,0,en
Main ghar ja raha hu.,0,hi
Tomorrow I'll study FastAPI.,0,en
Movie chala bagundi.,0,te
Suggest cheyyi best way for FastAPI.,1,te
Nenu song vintunna.,0,te
Can you explain LLM,1,en
Nenu song vintunna.,0,te
Main chai pi raha hu.,0,hi
I'm listening to music.,0,en
AWS ante enti,1,te
Best suggestion do FastAPI ke liye.,1,hi
Nenu song vintunna.,0,te
Step by step batao LLM.,1,hi
Nenu song vintunna.,0,te
Tomorrow I'll study Pandas.,0,en
Suggest cheyyi best way for FastAPI.,1,te
Can you give me an example of JavaScript,1,en
Weekend ki travel veltha.,0,te
Mujhe FastAPI samjhao.,1,hi
Can you solve this crash,1,en
What is OAuth,1,en
Office ka kaam khatam hua.,0,hi
Best suggestion do Python ke liye.,1,hi
I'm listening to music.,0,en
The weather is nice today.,0,en
SQL kya hai,1,hi
Kal movie dekhi.,0,hi
Office ka kaam khatam hua.,0,hi
Main ghar ja raha hu.,0,hi
Help cheyyi AWS.,1,te
Na friend ni kalisanu.,0,te
Suggest cheyyi best way for Kubernetes.,1,te
Idi ela pani chestundi,1,te
Weekend ki travel veltha.,0,te
Help karo Python me.,1,hi
Nenu song vintunna.,0,te
Idi ela pani chestundi,1,te
Ee bug enduku vastundi,1,te
Git ka example do.,1,hi
Azure kaise seekhun,1,hi
Weekend pe travel karunga.,0,hi
Ippudu office lo unna.,0,te
Today is a busy day.,0,en
Aaj bahut traffic tha.,0,hi
Weekend ki travel veltha.,0,te
Docker kya hai,1,hi
Help me understand JWT.,1,en
Nenu intiki velthunna.,0,te
Oka example cheppu FastAPI.,1,te
Kal movie dekhi.,0,hi
AWS kaise seekhun,1,hi
Nenu song vintunna.,0,te
Main ghar ja raha hu.,0,hi
Step by step batao SQL.,1,hi
Kal movie dekhi.,0,hi
Lunch ho gaya.,0,hi
Networking ante enti,1,te
The weather is nice today.,0,en
React kaise seekhun,1,hi
Step by step batao JavaScript.,1,hi
Why is this happening in SQL,1,en
I didn't understand FastAPI.,1,en
Step by step batao OAuth.,1,hi
Suggest the best way to learn SQL.,1,en
Aaj mausam accha hai.,0,hi
Aaj mausam accha hai.,0,hi
Can you explain OAuth,1,en
Ye kaise kaam karta hai,1,hi
Why is this happening in NumPy,1,en
Aaj mausam accha hai.,0,hi
The weather is nice today.,0,en
The weather is nice today.,0,en
What is API,1,en
Kal Kubernetes practice karunga.,0,hi
Mujhe Pandas me doubt hai.,1,hi
Why is this happening in CSS,1,en
I didn't understand OAuth.,1,en
Main chai pi raha hu.,0,hi
Idi ela pani chestundi,1,te
I didn't understand Python.,1,en
Nenu intiki velthunna.,0,te
Naku JWT ardham kaaledu.,1,te
I'm going to the office.,0,en
Kal RAG practice karunga.,0,hi
Kal Networking practice karunga.,0,hi
Ye kaise kaam karta hai,1,hi
Weekend pe travel karunga.,0,hi
NumPy ela nerchukovali,1,te
NumPy ka example do.,1,hi
Kal movie dekhi.,0,hi
FastAPI ka example do.,1,hi
Step by step explain cheyyi Git.,1,te
Movie chala bagundi.,0,te
Main ghar ja raha hu.,0,hi
I watched a movie yesterday.,0,en
Nenu song vintunna.,0,te
Suggest cheyyi best way for RAG.,1,te
Why is this happening in JavaScript,1,en
Repu JWT practice chestha.,0,te
Coffee tagutunna.,0,te
Coffee tagutunna.,0,te
Help me understand React.,1,en
Weekend pe travel karunga.,0,hi
Can you give me an example of Python,1,en
Oka example cheppu RAG.,1,te
I didn't understand Kubernetes.,1,en
Help cheyyi Networking.,1,te
Ippudu office lo unna.,0,te
I didn't understand CSS.,1,en
How do I learn CSS,1,en
Step by step explain cheyyi Git.,1,te
I completed my work.,0,en
I like learning NumPy.,0,en
Movie chala bagundi.,0,te
What is Docker,1,en
Aaj mausam accha hai.,0,hi
Can you explain Azure,1,en
Weekend pe travel karunga.,0,hi
Main music sun raha hu.,0,hi
Idi ela pani chestundi,1,te
I completed my work.,0,en
Kal movie dekhi.,0,hi
What is AWS,1,en
Nenu song vintunna.,0,te
The weather is nice today.,0,en
Help karo Python me.,1,hi
NumPy ka example do.,1,hi
I completed my work.,0,en
Weekend ki travel veltha.,0,te
Oka example cheppu Kubernetes.,1,te
Repu Kubernetes practice chestha.,0,te
I'm listening to music.,0,en
Lunch ho gaya.,0,hi
Today is a busy day.,0,en
Aaj mausam accha hai.,0,hi
Naku doubt undi Pandas meeda.,1,te
React kaise seekhun,1,hi
I completed my work.,0,en
Suggest the best way to learn Azure.,1,en
RAG ela nerchukovali,1,te
I'm listening to music.,0,en
Aaj bahut traffic tha.,0,hi
Suggest cheyyi best way for Networking.,1,te
React kya hai,1,hi
Can you give me an example of API,1,en
Nenu song vintunna.,0,te
Can you explain Docker,1,en
Coffee tagutunna.,0,te
Git kya hai,1,hi
Coffee tagutunna.,0,te
Aaj bahut traffic tha.,0,hi
I'm going to the office.,0,en
Naku doubt undi Kubernetes meeda.,1,te
Today is a busy day.,0,en
I didn't understand Azure.,1,en
Aaj mausam accha hai.,0,hi
Help me understand JWT.,1,en
Weekend pe travel karunga.,0,hi
Nenu intiki velthunna.,0,te
Lunch ho gaya.,0,hi
Oka example cheppu Azure.,1,te
Nenu intiki velthunna.,0,te
I didn't understand API.,1,en
Help karo Azure me.,1,hi
Ivala weather bagundi.,0,te
Mujhe Linux samjhao.,1,hi
Mujhe NumPy samjhao.,1,hi
Help cheyyi LLM.,1,te
What is API,1,en
I'm reading a book.,0,en
Coffee tagutunna.,0,te
Lunch ho gaya.,0,hi
Mujhe API me doubt hai.,1,hi
Kal movie dekhi.,0,hi
Ippudu office lo unna.,0,te
Ye kaise kaam karta hai,1,hi
I completed my work.,0,en
I'm listening to music.,0,en
NumPy ante enti,1,te
I completed my work.,0,en
Kal OAuth practice karunga.,0,hi
Oka example cheppu React.,1,te
Nenu song vintunna.,0,te
Nenu intiki velthunna.,0,te
Kal NumPy practice karunga.,0,hi
CSS kaise seekhun,1,hi
Main chai pi raha hu.,0,hi
Suggest the best way to learn API.,1,en
How do I fix this permission error in Docker,1,en
Today is a busy day.,0,en
Nenu song vintunna.,0,te
I completed my work.,0,en
Help karo AWS me.,1,hi
Oka example cheppu Kubernetes.,1,te
Ee exception enduku vastundi,1,te
Best suggestion do Networking ke liye.,1,hi
Python kaise seekhun,1,hi
I completed my work.,0,en
Can you explain RAG,1,en
Help cheyyi RAG.,1,te
Repu SQL practice chestha.,0,te
Can you explain RAG,1,en
I completed my work.,0,en
Aaj bahut traffic tha.,0,hi
I'm going to the office.,0,en
Mujhe Kubernetes me doubt hai.,1,hi
Today is a busy day.,0,en
Aaj mausam accha hai.,0,hi
I watched a movie yesterday.,0,en
I like learning Linux.,0,en
How do I learn JWT,1,en
Ee syntax error enduku vastundi,1,te
Ivala weather bagundi.,0,te
Main chai pi raha hu.,0,hi
Ivala weather bagundi.,0,te
Best suggestion do NumPy ke liye.,1,hi
Pandas kya hai,1,hi
Main music sun raha hu.,0,hi
I finished my lunch.,0,en
Why is this happening in JWT,1,en
LLM ka example do.,1,hi
Mujhe JWT me doubt hai.,1,hi
Why is this happening in OAuth,1,en
Oka example cheppu CSS.,1,te
Lunch ho gaya.,0,hi
I'm reading a book.,0,en
Mujhe API samjhao.,1,hi
Movie chala bagundi.,0,te
Suggest cheyyi best way for Git.,1,te
Can you explain Pandas,1,en
Suggest cheyyi best way for React.,1,te
AWS kaise seekhun,1,hi
RAG ante enti,1,te
Tomorrow I'll study JWT.,0,en
LLM ante enti,1,te
I didn't understand FastAPI.,1,en
Help karo CSS me.,1,hi
Can you give me an example of Pandas,1,en
What is LLM,1,en
Repu SQL practice chestha.,0,te
I watched a movie yesterday.,0,en
Suggest the best way to learn JavaScript.,1,en
JavaScript ela nerchukovali,1,te
Oka example cheppu Python.,1,te
Office ka kaam khatam hua.,0,hi
Main ghar ja raha hu.,0,hi
Tomorrow I'll study CSS.,0,en
Ippudu office lo unna.,0,te
Weekend pe travel karunga.,0,hi
Main chai pi raha hu.,0,hi
Help me understand FastAPI.,1,en
Suggest cheyyi best way for API.,1,te
JWT ante enti,1,te
I watched a movie yesterday.,0,en
Movie chala bagundi.,0,te
Help karo React me.,1,hi
Mujhe NumPy me doubt hai.,1,hi
Azure kya hai,1,hi
Idi ela pani chestundi,1,te
I watched a movie yesterday.,0,en
Help me understand Docker.,1,en
Weekend pe travel karunga.,0,hi
JavaScript ka example do.,1,hi
JavaScript ante enti,1,te
Weekend pe travel karunga.,0,hi
Aaj mausam accha hai.,0,hi
Docker ka example do.,1,hi
Why is this happening in Networking,1,en
Main ghar ja raha hu.,0,hi
Weekend pe travel karunga.,0,hi
Weekend ki travel veltha.,0,te
Repu Azure practice chestha.,0,te
Help cheyyi LLM.,1,te
Kal JWT practice karunga.,0,hi
Best suggestion do Azure ke liye.,1,hi
Suggest the best way to learn Pandas.,1,en
Repu AWS practice chestha.,0,te
Idi ela pani chestundi,1,te
Help me understand Azure.,1,en
Ye kaise kaam karta hai,1,hi
Ye permission error kaise fix karu,1,hi
Suggest the best way to learn Kubernetes.,1,en
The weather is nice today.,0,en
AWS ante enti,1,te
Ippudu office lo unna.,0,te
Git ela nerchukovali,1,te
Today is a busy day.,0,en
Main music sun raha hu.,0,hi
I completed my work.,0,en
Ippudu office lo unna.,0,te
Step by step batao NumPy.,1,hi
Office ka kaam khatam hua.,0,hi
Tomorrow I'll study Pandas.,0,en
How do I fix this warning in JWT,1,en
Main ghar ja raha hu.,0,hi
Weekend pe travel karunga.,0,hi
Main ghar ja raha hu.,0,hi
Can you solve this permission error,1,en
Nenu song vintunna.,0,te
Tomorrow I'll study Pandas.,0,en
Movie chala bagundi.,0,te
I didn't understand SQL.,1,en
I'm reading a book.,0,en
Ye exception kaise fix karu,1,hi
Can you solve this issue,1,en
Today is a busy day.,0,en
Mujhe NumPy samjhao.,1,hi
Main music sun raha hu.,0,hi
Oka example cheppu Pandas.,1,te
Coffee tagutunna.,0,te
Coffee tagutunna.,0,te
Step by step explain cheyyi NumPy.,1,te
Aaj bahut traffic tha.,0,hi
I watched a movie yesterday.,0,en
Office ka kaam khatam hua.,0,hi
The weather is nice today.,0,en
Oka example cheppu Linux.,1,te
I like learning React.,0,en
Step by step explain cheyyi JavaScript.,1,te
Kal movie dekhi.,0,hi
I'm reading a book.,0,en
Can you give me an example of Docker,1,en
Step by step batao CSS.,1,hi
Lunch ho gaya.,0,hi
Weekend ki travel veltha.,0,te
Mujhe OAuth me doubt hai.,1,hi
Mujhe SQL samjhao.,1,hi
Suggest cheyyi best way for React.,1,te
Lunch ho gaya.,0,hi
Step by step batao Azure.,1,hi
Step by step batao Networking.,1,hi
Office ka kaam khatam hua.,0,hi
How do I fix this warning in NumPy,1,en
FastAPI kaise seekhun,1,hi
Mujhe Pandas samjhao.,1,hi
Aaj bahut traffic tha.,0,hi
Ye kaise kaam karta hai,1,hi
Main music sun raha hu.,0,hi
Lunch ayipoyindi.,0,te
Office ka kaam khatam hua.,0,hi
Movie chala bagundi.,0,te
Suggest cheyyi best way for Azure.,1,te
How do I fix this exception in Kubernetes,1,en
Nenu song vintunna.,0,te
Main chai pi raha hu.,0,hi
Can you give me an example of JWT,1,en
Nenu intiki velthunna.,0,te
Na friend ni kalisanu.,0,te
Mujhe Azure samjhao.,1,hi
I completed my work.,0,en
Mujhe Networking me doubt hai.,1,hi
Step by step explain cheyyi Python.,1,te
Naku FastAPI ardham kaaledu.,1,te
Python ka example do.,1,hi
Can you solve this timeout,1,en
How do I learn RAG,1,en
Na friend ni kalisanu.,0,te
Today is a busy day.,0,en
Idi ela pani chestundi,1,te
The weather is nice today.,0,en
Ee exception enduku vastundi,1,te
I'm reading a book.,0,en
I'm going to the office.,0,en
API kaise seekhun,1,hi
Main ghar ja raha hu.,0,hi
Weekend ki travel veltha.,0,te
AWS ka example do.,1,hi
Oka example cheppu Networking.,1,te
How do I fix this bug in NumPy,1,en
Nenu song vintunna.,0,te
Oka example cheppu CSS.,1,te
Weekend ki travel veltha.,0,te
Why is this happening in JWT,1,en
Oka example cheppu Pandas.,1,te
Aaj mausam accha hai.,0,hi
Why is this happening in LLM,1,en
Idi ela pani chestundi,1,te
Naku Git ardham kaaledu.,1,te
AWS kya hai,1,hi
The weather is nice today.,0,en
Aaj mausam accha hai.,0,hi
Lunch ho gaya.,0,hi
Oka example cheppu Pandas.,1,te
Weekend pe travel karunga.,0,hi
Movie chala bagundi.,0,te
Office ka kaam khatam hua.,0,hi
Ivala weather bagundi.,0,te
I finished my lunch.,0,en
Step by step explain cheyyi Kubernetes.,1,te
Ippudu office lo unna.,0,te
Today is a busy day.,0,en
Office ka kaam khatam hua.,0,hi
Help me understand JWT.,1,en
I'm reading a book.,0,en
Office ka kaam khatam hua.,0,hi
The weather is nice today.,0,en
I like learning CSS.,0,en
How do I fix this timeout in Networking,1,en
Help cheyyi Linux.,1,te
Main music sun raha hu.,0,hi
Step by step batao FastAPI.,1,hi
I'm listening to music.,0,en
I watched a movie yesterday.,0,en
I finished my lunch.,0,en
Oka example cheppu Git.,1,te
How do I fix this bug in Docker,1,en
Networking ela nerchukovali,1,te
Idi ela pani chestundi,1,te
How do I learn NumPy,1,en
Can you explain Pandas,1,en
Today is a busy day.,0,en
Can you solve this bug,1,en
CSS ante enti,1,te
Office ka kaam khatam hua.,0,hi
Help cheyyi AWS.,1,te
Can you solve this crash,1,en
Ye kaise kaam karta hai,1,hi
Why is this happening in Pandas,1,en
Can you give me an example of Git,1,en
Office ka kaam khatam hua.,0,hi
Ye kaise kaam karta hai,1,hi
Why is this happening in OAuth,1,en
Ivala weather bagundi.,0,te
Ee issue enduku vastundi,1,te
Can you solve this crash,1,en
I'm going to the office.,0,en
I didn't understand Linux.,1,en
I watched a movie yesterday.,0,en
Ivala weather bagundi.,0,te
I completed my work.,0,en
Ippudu office lo unna.,0,te
I completed my work.,0,en
Coffee tagutunna.,0,te
Main chai pi raha hu.,0,hi
Lunch ayipoyindi.,0,te
Nenu intiki velthunna.,0,te
Kal movie dekhi.,0,hi
I completed my work.,0,en
I'm going to the office.,0,en
Help cheyyi Python.,1,te
I finished my lunch.,0,en
OAuth ka example do.,1,hi
Main chai pi raha hu.,0,hi
Lunch ho gaya.,0,hi
Can you explain Pandas,1,en
Lunch ayipoyindi.,0,te
Step by step explain cheyyi Git.,1,te
Office ka kaam khatam hua.,0,hi
Aaj mausam accha hai.,0,hi
React kaise seekhun,1,hi
Mujhe JWT samjhao.,1,hi
Lunch ayipoyindi.,0,te
Lunch ayipoyindi.,0,te
Ippudu office lo unna.,0,te
Naku API ardham kaaledu.,1,te
How do I fix this permission error in Azure,1,en
Nenu intiki velthunna.,0,te
Ye warning kaise fix karu,1,hi
Aaj mausam accha hai.,0,hi
Naku doubt undi FastAPI meeda.,1,te
Networking kya hai,1,hi
Na friend ni kalisanu.,0,te
Can you solve this crash,1,en
I didn't understand Linux.,1,en
Main chai pi raha hu.,0,hi
Help cheyyi RAG.,1,te
Mujhe Networking me doubt hai.,1,hi
Na friend ni kalisanu.,0,te
I didn't understand Python.,1,en
I like learning Linux.,0,en
Kal FastAPI practice karunga.,0,hi
Ye kaise kaam karta hai,1,hi
I didn't understand Linux.,1,en
Docker kaise seekhun,1,hi
Coffee tagutunna.,0,te
Aaj bahut traffic tha.,0,hi
Can you give me an example of Linux,1,en
The weather is nice today.,0,en
I finished my lunch.,0,en
Why is this happening in Kubernetes,1,en
Can you explain SQL,1,en
Main music sun raha hu.,0,hi
Ee exception enduku vastundi,1,te
Python kya hai,1,hi
Weekend ki travel veltha.,0,te
Ippudu office lo unna.,0,te
Ye crash kaise fix karu,1,hi
Docker ka example do.,1,hi
Movie chala bagundi.,0,te
API ela nerchukovali,1,te
Git kya hai,1,hi
How do I learn LLM,1,en
Oka example cheppu JavaScript.,1,te
I'm going to the office.,0,en
Lunch ayipoyindi.,0,te
Naku doubt undi JWT meeda.,1,te
How do I learn Git,1,en
Azure ka example do.,1,hi
Lunch ayipoyindi.,0,te
Movie chala bagundi.,0,te
Ye kaise kaam karta hai,1,hi
Aaj mausam accha hai.,0,hi
Help cheyyi Azure.,1,te
Help me understand Pandas.,1,en
Idi ela pani chestundi,1,te
How do I learn JavaScript,1,en
Why is this happening in SQL,1,en
Today is a busy day.,0,en
Step by step explain cheyyi JWT.,1,te
Help karo JavaScript me.,1,hi
Oka example cheppu AWS.,1,te
I like learning RAG.,0,en
RAG ela nerchukovali,1,te
I'm listening to music.,0,en
I'm listening to music.,0,en
Aaj bahut traffic tha.,0,hi
Lunch ho gaya.,0,hi
Tomorrow I'll study AWS.,0,en
Ye kaise kaam karta hai,1,hi
Help karo Linux me.,1,hi
Aaj bahut traffic tha.,0,hi
I didn't understand Azure.,1,en
Aaj bahut traffic tha.,0,hi
Idi ela pani chestundi,1,te
Weekend ki travel veltha.,0,te
Help cheyyi CSS.,1,te
Suggest the best way to learn Git.,1,en
I didn't understand Pandas.,1,en
Ee bug enduku vastundi,1,te
Main music sun raha hu.,0,hi
Lunch ayipoyindi.,0,te
Movie chala bagundi.,0,te
Oka example cheppu Networking.,1,te
Kal movie dekhi.,0,hi
Networking ante enti,1,te
Naku doubt undi SQL meeda.,1,te
Step by step batao Networking.,1,hi
Coffee tagutunna.,0,te
I completed my work.,0,en
Step by step batao Pandas.,1,hi
Main chai pi raha hu.,0,hi
The weather is nice today.,0,en
Suggest cheyyi best way for OAuth.,1,te
Main chai pi raha hu.,0,hi
What is SQL,1,en
Aaj bahut traffic tha.,0,hi
Best suggestion do AWS ke liye.,1,hi
Naku NumPy ardham kaaledu.,1,te
Movie chala bagundi.,0,te
Office ka kaam khatam hua.,0,hi
Tomorrow I'll study Networking.,0,en
Naku doubt undi NumPy meeda.,1,te
Kal CSS practice karunga.,0,hi
Nenu intiki velthunna.,0,te
Weekend ki travel veltha.,0,te
I finished my lunch.,0,en
Main chai pi raha hu.,0,hi
Help karo LLM me.,1,hi
Idi ela pani chestundi,1,te
I like learning NumPy.,0,en
Help me understand JWT.,1,en
RAG kaise seekhun,1,hi
Main ghar ja raha hu.,0,hi
Today is a busy day.,0,en
Aaj bahut traffic tha.,0,hi
I didn't understand Azure.,1,en
Movie chala bagundi.,0,te
I didn't understand JavaScript.,1,en
What is JWT,1,en
I'm reading a book.,0,en
How do I fix this issue in Kubernetes,1,en
I'm going to the office.,0,en
How do I learn Linux,1,en
What is OAuth,1,en
Tomorrow I'll study LLM.,0,en
I finished my lunch.,0,en
Step by step batao FastAPI.,1,hi
Movie chala bagundi.,0,te
Nenu intiki velthunna.,0,te
How do I fix this issue in OAuth,1,en
Weekend ki travel veltha.,0,te
Help me understand JWT.,1,en
Today is a busy day.,0,en
Can you explain LLM,1,en
Office ka kaam khatam hua.,0,hi
I like learning AWS.,0,en
Today is a busy day.,0,en
Help me understand JWT.,1,en
I completed my work.,0,en
Step by step explain cheyyi NumPy.,1,te
Nenu intiki velthunna.,0,te
Help karo JWT me.,1,hi
Lunch ayipoyindi.,0,te
Can you give me an example of NumPy,1,en
Why is this happening in Git,1,en
Today is a busy day.,0,en
Kal Python practice karunga.,0,hi
Step by step explain cheyyi Kubernetes.,1,te
Office ka kaam khatam hua.,0,hi
The weather is nice today.,0,en
Docker ela nerchukovali,1,te
Main ghar ja raha hu.,0,hi
Naku doubt undi API meeda.,1,te
Nenu intiki velthunna.,0,te
I'm reading a book.,0,en
Oka example cheppu Python.,1,te
Naku NumPy ardham kaaledu.,1,te
Nenu intiki velthunna.,0,te
Can you explain NumPy,1,en
Nenu song vintunna.,0,te
Can you give me an example of OAuth,1,en
Help cheyyi OAuth.,1,te
Ye bug kaise fix karu,1,hi
Kal OAuth practice karunga.,0,hi
I'm going to the office.,0,en
Weekend pe travel karunga.,0,hi
Main music sun raha hu.,0,hi
Can you give me an example of Docker,1,en
Office ka kaam khatam hua.,0,hi
Today is a busy day.,0,en
Naku doubt undi SQL meeda.,1,te
Office ka kaam khatam hua.,0,hi
I watched a movie yesterday.,0,en
Idi ela pani chestundi,1,te
I'm listening to music.,0,en
Today is a busy day.,0,en
I'm listening to music.,0,en
Na friend ni kalisanu.,0,te
Oka example cheppu LLM.,1,te
Weekend ki travel veltha.,0,te
Coffee tagutunna.,0,te
Ye timeout kaise fix karu,1,hi
Weekend pe travel karunga.,0,hi
JWT ante enti,1,te
How do I fix this timeout in Azure,1,en
Repu Python practice chestha.,0,te
Tomorrow I'll study Docker.,0,en
Weekend ki travel veltha.,0,te
I didn't understand API.,1,en
Ye issue kaise fix karu,1,hi
Suggest cheyyi best way for Pandas.,1,te
How do I learn JavaScript,1,en
The weather is nice today.,0,en
Help cheyyi JWT.,1,te
Can you explain AWS,1,en
Help cheyyi AWS.,1,te
Ye kaise kaam karta hai,1,hi
Coffee tagutunna.,0,te
Oka example cheppu Networking.,1,te
Can you explain SQL,1,en
Today is a busy day.,0,en
I'm listening to music.,0,en
What is Networking,1,en
Mujhe Git samjhao.,1,hi
The weather is nice today.,0,en
Naku doubt undi LLM meeda.,1,te
Networking kaise seekhun,1,hi
Movie chala bagundi.,0,te
Ye kaise kaam karta hai,1,hi
Lunch ho gaya.,0,hi
I like learning API.,0,en
Help me understand Git.,1,en
Main chai pi raha hu.,0,hi
Repu LLM practice chestha.,0,te
Aaj bahut traffic tha.,0,hi
Idi ela pani chestundi,1,te
Kal movie dekhi.,0,hi
Main ghar ja raha hu.,0,hi
Can you explain SQL,1,en
I like learning JWT.,0,en
Ivala weather bagundi.,0,te
Ee crash enduku vastundi,1,te
Nenu song vintunna.,0,te
JWT ela nerchukovali,1,te
Lunch ho gaya.,0,hi
Docker ante enti,1,te
Mujhe Git samjhao.,1,hi
I finished my lunch.,0,en
Main ghar ja raha hu.,0,hi
Weekend pe travel karunga.,0,hi
JavaScript ka example do.,1,hi
Kal LLM practice karunga.,0,hi
Na friend ni kalisanu.,0,te
Can you give me an example of OAuth,1,en
Coffee tagutunna.,0,te
Help karo API me.,1,hi
Ippudu office lo unna.,0,te
Ippudu office lo unna.,0,te
I completed my work.,0,en
I completed my work.,0,en
I'm reading a book.,0,en
Ippudu office lo unna.,0,te
Lunch ayipoyindi.,0,te
Mujhe CSS me doubt hai.,1,hi
How do I learn Git,1,en
Today is a busy day.,0,en
Weekend ki travel veltha.,0,te
How do I learn API,1,en
React kaise seekhun,1,hi
Lunch ayipoyindi.,0,te
Suggest the best way to learn JWT.,1,en
I completed my work.,0,en
I didn't understand Linux.,1,en
Step by step explain cheyyi Git.,1,te
Mujhe Networking samjhao.,1,hi
Weekend pe travel karunga.,0,hi
The weather is nice today.,0,en
Mujhe Docker samjhao.,1,hi
Ivala weather bagundi.,0,te
Main chai pi raha hu.,0,hi
I completed my work.,0,en
What is JWT,1,en
Can you explain NumPy,1,en
I didn't understand Kubernetes.,1,en
Azure ka example do.,1,hi
I finished my lunch.,0,en
I like learning Networking.,0,en
Suggest the best way to learn Python.,1,en
Main music sun raha hu.,0,hi
Mujhe SQL samjhao.,1,hi
Coffee tagutunna.,0,te
Ippudu office lo unna.,0,te
Idi ela pani chestundi,1,te
Suggest cheyyi best way for RAG.,1,te
I watched a movie yesterday.,0,en
Naku doubt undi AWS meeda.,1,te
Suggest cheyyi best way for AWS.,1,te
Tomorrow I'll study Docker.,0,en
Help cheyyi NumPy.,1,te
Lunch ayipoyindi.,0,te
Lunch ho gaya.,0,hi
Tomorrow I'll study Linux.,0,en
Why is this happening in JWT,1,en
Naku doubt undi Linux meeda.,1,te
Oka example cheppu FastAPI.,1,te
How do I learn FastAPI,1,en
NumPy kaise seekhun,1,hi
Ee syntax error enduku vastundi,1,te
Ye crash kaise fix karu,1,hi
AWS ela nerchukovali,1,te
Kal Kubernetes practice karunga.,0,hi
Help karo NumPy me.,1,hi
Movie chala bagundi.,0,te
Mujhe React me doubt hai.,1,hi
Weekend pe travel karunga.,0,hi
Coffee tagutunna.,0,te
Repu Networking practice chestha.,0,te
Mujhe Python me doubt hai.,1,hi
Coffee tagutunna.,0,te
Can you give me an example of Python,1,en
Kal movie dekhi.,0,hi
I'm listening to music.,0,en
Weekend pe travel karunga.,0,hi
Main chai pi raha hu.,0,hi
Ippudu office lo unna.,0,te
I'm going to the office.,0,en
Main chai pi raha hu.,0,hi
Nenu song vintunna.,0,te
Main chai pi raha hu.,0,hi
Weekend pe travel karunga.,0,hi
Help me understand LLM.,1,en
Kal movie dekhi.,0,hi
Na friend ni kalisanu.,0,te
Na friend ni kalisanu.,0,te
Nenu song vintunna.,0,te
RAG ela nerchukovali,1,te
Naku JavaScript ardham kaaledu.,1,te
Repu Docker practice chestha.,0,te
Why is this happening in Linux,1,en
Lunch ayipoyindi.,0,te
Step by step batao LLM.,1,hi
Main music sun raha hu.,0,hi
I'm going to the office.,0,en
Ee warning enduku vastundi,1,te
Aaj mausam accha hai.,0,hi
API kya hai,1,hi
Idi ela pani chestundi,1,te
Kal Pandas practice karunga.,0,hi
Mujhe Pandas me doubt hai.,1,hi
Main music sun raha hu.,0,hi
Weekend ki travel veltha.,0,te
Nenu song vintunna.,0,te
Ye kaise kaam karta hai,1,hi
Naku Kubernetes ardham kaaledu.,1,te
Lunch ho gaya.,0,hi
How do I fix this issue in JavaScript,1,en
Main ghar ja raha hu.,0,hi
Docker kaise seekhun,1,hi
Ippudu office lo unna.,0,te
Step by step batao Git.,1,hi
Ippudu office lo unna.,0,te
Movie chala bagundi.,0,te
Aaj mausam accha hai.,0,hi
Nenu song vintunna.,0,te
Coffee tagutunna.,0,te
Best suggestion do SQL ke liye.,1,hi
